职位ID,岗位名称,公司名称,公司规模,公司领域,学历要求,经验要求,关键技能,薪资范围,城市,发布时间,爬取时间
88974a11bbad53300nV639m4GVJZ,工艺工程师,某大型新能源公司,1000-9999人,新能源,学历不限,3-5年,,20-25K,苏州,,2026-05-29 19:01:57
5a94c96993f78df21n153Nq9EFpY,测量工程师,苏州中科瑞龙,500-999人,原材料及加工/模具,本科,3-5年,"测试工作经验, 性能测试, 功能测试, 编程, 海克斯康, OMM",9-13K·13薪,苏州,,2026-05-29 19:01:57
081171654a01ebb40nd73tS5EFNW,视觉工程师,苏州元控自动化,100-499人,自动化设备,大专,5-10年,"VISIONMASTER, VisionPro, 机器学习, 3C行业, 尺寸量测",16-25K·13薪,苏州,,2026-05-29 19:01:57
3fa077f0660d64570nd50t28FlpR,液压工程师,苏州原能智造科技,0-20人,专用设备,大专,3-5年,,6-10K,苏州,,2026-05-29 19:01:57
f561f75b07598d670nB-39q9E1pZ,SQE工程师,LINKHOU,500-999人,专用设备,本科,3-5年,"产品供应商, 物料供应商, 机械制造, 熟悉ISO质量管理体系, SQE工作经验, 了解OEM/ODM, 机器人",10-15K,苏州,,2026-05-29 19:01:57
13d23b4ac61147f00nd429S9E1tU,PQE工程师,某中型智能硬件公司,100-499人,智能硬件,大专,3-5年,,25-26K,苏州,,2026-05-29 19:01:57
9ddc2920230cbb621HJ80tu9FlJU,质量工程师,晟发五金,100-499人,原材料及加工/模具,大专,3-5年,汽车质量管理,8-12K,苏州,,2026-05-29 19:02:17
3b1437b5e49548b20nV63Nu9FVpU,设备工程师,江苏某大型动力电池上市公司,1000-9999人,动力电池,学历不限,经验不限,,18-25K,苏州,,2026-05-29 19:02:17
919cf6bbdc780ad31nZ539y_FFRQ,电子工程师,文言,20-99人,电子/半导体/集成电路,中专/中技,1-3年,线束工程师,8-13K,苏州,,2026-05-29 19:02:17
7d647ac1cc9f8c0b0nZ73tq6GFdX,治具工程师,齐岱机电,0-20人,计算机软件,学历不限,经验不限,"有夹具工程师经验, 非标设备经验, 电子/通信经验, 焊接夹具经验, 组装夹具经验, 焊装夹具经验, 机加工夹具经验, AutoCAD, SolidWorks, 不需要出差",5000-10000元/月,苏州,,2026-05-29 19:02:17
55e0cf9e8a3801a11XF809m1GFJR,销售工程师,三泽信息,20-99人,计算机软件,大专,3-5年,"技术配合与沟通, 商务谈判能力, 客户开发与维护, 计算机软件, 工业设备销售经验, 大中型企业销售经验, 市场营销相关学历, 协助产品规划与开发, 业务创新能力, 对机构 (To B) 销售经验, 机械设备/机电/重工, 机械相关学历, 项目跟踪",6-11K,苏州,,2026-05-29 19:02:17
6eaeecc7fdfeb2b20nd60tq6FFtQ,销售工程师,苏勃检测,100-499人,检测/认证/知识产权,本科,1-3年,"市场信息搜集与分析, 市场拓展能力, 检测认证, 市场营销相关学历, 技术配合与沟通, 商务谈判能力, 客户开发与维护, 电气相关学历, 机械相关学历, 项目跟踪",8-12K,苏州,,2026-05-29 19:02:17
6fdd7dbe950adaed031_0ty-ElVX,销售工程师,上海旭欧轴承,100-499人,智能硬件,大专,经验不限,"客户开发与维护, 对机构 (To B) 销售经验, 市场拓展能力, 仪器仪表/工业自动化, 工业品, 电销, 面销/陌拜",10-15K,苏州,,2026-05-29 19:02:17
4d8aac1257c2686b0nB609u0F1tT,工艺工程师,某大型汽车零部件公司,500-999人,汽车零部件,本科,10年以上,汽车经验,20-30K·14薪,苏州,,2026-05-29 19:02:17
5fd2bb62db1b381f1XF90921GFNV,质量工程师,苏州巴士麦普,100-499人,原材料及加工/模具,大专,3-5年,"客户质量工程师, 制程质量工程师, 前期质量工程师",8-12K,苏州,,2026-05-29 19:02:39
6933de042ea2135a03N90tW7EFFR,弱电工程师,星文科技,0-20人,物联网,大专,5-10年,,8-12K,苏州,,2026-05-29 19:02:39
58c459ee5ef896db1nBy3969FVFS,QC工程师,适新苏州,1000-9999人,汽车零部件,大专,3-5年,"8D报告, 汽车质量管理, 生产质量管理",7-11K,苏州,,2026-05-29 19:02:39
4445112591d3bcf00nR53t6_F1RY,SQE工程师,凤凰光学,1000-9999人,其他行业,大专,3-5年,,11-20K·13薪,苏州,,2026-05-29 19:02:39
a187d8290480ed9a1HJ-29W9GVVW,苏州东辉光学有限公司招聘质量管理/测试工程师,苏州东辉光学有限公司,1000-9999人,通信/网络设备,本科,3-5年,"ISO9000, SPC, IPQC, 质量管理体系标准",11-18K·14薪,苏州,,2026-05-29 19:02:39
d1104fcb3c1f40941nV52N65FFVV,工艺工程师,莱弗利科技,20-99人,半导体/芯片,本科,3-5年,"封装工程师, 半导体工程师",15-20K·13薪,苏州,,2026-05-29 19:02:39
4005105212180e770nB-2dS7FFNS,设备工程师,牧原食品股份有限公司,10000人以上,农/林/牧/渔,大专,1-3年,"接受无机械设备工程师经验, 电工证, PLC编程软件, SolidWorks, 企业（甲方）, 不需要出差",10-15K,苏州,,2026-05-29 19:02:39
a1c69b1b5add99dc0nB-3d65EVVR,安服工程师,亿阳值通,20-99人,计算机软件,大专,在校/应届,"安全运维和保障, CISSP/CISP, 计算机/信息安全相关专业, 安全运维经验",4-5K,苏州,,2026-05-29 19:02:39
2c593e9a4bce475403V83N-6F1RR,me工程师,中达电子,10000人以上,电子商务,本科,1-3年,"要求有机械设备工程师经验, 自动化设备经验, 机电设备经验, 设备维修/保养经验, SolidWorks, 企业（甲方）, 需要出差",8-10K·15薪,苏州,,2026-05-29 19:02:39
f77b502ff57f21f30nB43di4EFVX,运维工程师,顺造,500-999人,家用电器,本科,3-5年,,10-15K·13薪,苏州,,2026-05-29 19:03:00
21c3dd30d14bb74f0nd43tm-EFJR,电气工程师,诚煌自动化,0-20人,自动化设备,学历不限,3-5年,,10-15K,苏州,,2026-05-29 19:03:00
fa25ce0fe04697e20nZ72tu9E1BU,销售工程师,航宇九天,20-99人,电气机械/器材,本科,1-3年,"客户开发与维护, 工业设备销售经验, 电子/半导体/集成电路",7-10K,苏州,,2026-05-29 19:03:00
f3041e372f9600e00nB42d66ElFR,智家工程师,太仓市联合网络通信,0-20人,其他生活服务,高中,经验不限,"有宽带装维经验, 通信专业, 计算机专业, 销售经验, 电工证, 登高证",9-10K,苏州,,2026-05-29 19:03:00
e217d302a12a2bdb0nB-2NS5E1ZZ,工艺工程师,苏州某中型机械设备/机电/重工公司,500-999人,机械设备/机电/重工,本科,5-10年,"机械加工制造经验, 不需要出差, 自动化设备经验, 自动化改进, 机械臂, 上下料",15-25K·13薪,苏州,,2026-05-29 19:03:00
95dda0b20dc95ac30nd_2N20EFBX,认证工程师,固德威,1000-9999人,储能,本科,5-10年,,18-35K·14薪,苏州,,2026-05-29 19:03:00
06c323ae676fa23f0nZ90t66EVVR,光学工程师,苏州某大型半导体上市公司,1000-9999人,半导体/芯片,本科,3-5年,,20-21K,苏州,,2026-05-29 19:03:00
b3732dd2c7a543881XJ4292_FVJR,npi工程师,苏州有人,500-999人,电子/硬件开发,大专,5-10年,"npi, 电子/自动化相关专业, smt工艺, 钢网",12-15K·13薪,苏州,,2026-05-29 19:03:00
5583249aa6509d45031y0tq_E1pZ,车身工程师,奥杰汽车,1000-9999人,汽车研发/制造,本科,5-10年,"整车制造, 白车身",14-25K,苏州,,2026-05-29 19:03:00
5908e3eebf8419ca031829q0GVNS,fae工程师,纳博特,100-499人,自动化设备,大专,经验不限,,5-8K·13薪,苏州,,2026-05-29 19:03:00
5a60ff33dfa77b750nVy3t69ElRQ,测试工程师,天目鑫望技术有限公司,100-499人,半导体/芯片,本科,3-5年,"自动化测试经验, C++, 测试工作经验, 自动化测试, 通信相关专业, 性能测试, MySQL, 功能测试, 嵌入式测试, 计算机相关专业, Python",10-15K,苏州,,2026-05-29 19:03:22
18c5239acc7679490nZ90ty1FFZZ,电气工程师,中科迪宏,100-499人,计算机软件,本科,5-10年,"三菱, 台达PLC, 欧姆龙, SIMENS, 电气原理图, 非标自动化, PLC工程师, AOI",15-23K,苏州,,2026-05-29 19:03:22
f8165cd1f171293f0nB609y1E1FU,plc工程师,某中型电气机械/器材公司,100-499人,电气机械/器材,大专,1-3年,,20-30K·14薪,苏州,,2026-05-29 19:03:22
ddd4f64cccf32b3b03dy29m9GFJQ,设备工程师,技涵电子,100-499人,汽车零部件,大专,5-10年,"要求有机械设备工程师经验, 需要出差, 自动化设备经验, 企业（甲方）, 设备维修/保养经验, 非标设备经验",12-20K,苏州,,2026-05-29 19:03:22
9d101c10b06f08a00nZ-3Ny5EFFT,硬件工程师,芯镁信,20-99人,半导体/芯片,本科,1-3年,"汽车硬件产品, 芯片/半导体/集成电路",15-22K,苏州,,2026-05-29 19:03:22
4ef10d087647bf3203F-29S5EFNT,光学工程师,因林光电科技,100-499人,半导体/芯片,本科,1-3年,"光学仿真, Zemax, Codv",8-12K,苏州,,2026-05-29 19:03:22
57c20f8919db6d9a0nR_0967FlFY,硬件工程师,追觅创新科技,1000-9999人,家用电器,本科,3-5年,,40-70K·15薪,苏州,,2026-05-29 19:03:22
6e8849e4b60348100nZz3dW8FFdZ,视觉工程师,华研长荣,20-99人,自动化设备,本科,3-5年,"深度学习, 工业/缺陷检测, HALCON",13-22K,苏州,,2026-05-29 19:03:22
f07aee1253e8fa200nB-3tq4GFtY,AEM工程师,上海枢瀚信息科技,0-20人,计算机软件,大专,5-10年,"Java, Spring, Tomcat, MySQL",11-22K,苏州,,2026-05-29 19:03:43
9ad0d6eab7859faa03Z63Nm4FlRW,销售工程师,昆易电子,100-499人,电子/硬件开发,本科,3-5年,"工业自动化, 汽车电子",15-25K,苏州,,2026-05-29 19:03:43
158ea6d638ca24f20nB409u_FFRY,项目工程师,苏州华顶,20-99人,金属制品,学历不限,1-3年,"机械加工制造经验, 汽车经验, 五金经验, 成型工艺经验, 试产工程师（NPI）经验, 团队管理经验, 不需要出差, 模具经验, 新能源汽车经验, 冲压经验",8-12K,苏州,,2026-05-29 19:03:43
c287bd7054570a650nR40t24E1RT,机械工程师,昆山宝锦,500-999人,汽车零部件,本科,5-10年,,13-20K·13薪,苏州,,2026-05-29 19:03:43
176b196be88e9dfa03Nz3Nq-F1RS,采购工程师,煜鑫锦,20-99人,原材料及加工/模具,大专,3-5年,"国内采购, 机械制造品, 自带供应商资源, 医疗设备, 大中型企业采购经验, 成品/样品",6-10K,苏州,,2026-05-29 19:03:43
6cee49540bfd9a320ndz3Nq5EFFW,采购工程师,浙江某中型电子/硬件开发公司,100-499人,电子/硬件开发,本科,3-5年,,20-21K,苏州,,2026-05-29 19:03:43
7173d8b0242e5b4b0nV40tm7EVVU,工艺工程师,张家港市鼎盛工具,20-99人,金属制品,中专/中技,1-3年,"机械加工制造经验, 专用机械经验, 机电设备经验, 检具经验, 不需要出差",7-12K,苏州,,2026-05-29 19:03:43
b2e1e6b60feb86be1H183Nq1ElFZ,设备工程师,苏州某中型半导体公司,100-499人,半导体/芯片,本科,经验不限,半导体设备,28-35K·16薪,苏州,,2026-05-29 19:04:05
495a17615c4bd3e70nB-3Nm8GVBR,模组工程师,微玖光电,20-99人,智能硬件/消费电子,本科,1-3年,"半导体经验, 不需要出差, 芯片/半导体经验",10-15K·15薪,苏州,,2026-05-29 19:04:05
75a7cf4893bc09480ndy39y_F1FS,PDK工程师,培风图南,100-499人,半导体/芯片,本科,3-5年,,15-30K,苏州,,2026-05-29 19:04:05
6181477ac09f6d0e031z29i4GVdX,工艺工程师,苏州裕同,1000-9999人,印刷/包装/造纸,大专,1-3年,,8-12K,苏州,,2026-05-29 19:04:05
a7f6f46a772f002e03R82di7FVFT,售后工程师,苏州恒本科技,0-20人,自动化设备,大专,5-10年,"机械/机电设备技术支持经验, 机械/机电设备",12-15K,苏州,,2026-05-29 19:04:05
0e4f877055c0efe903J-3d60GFRR,ee工程师,MOVA,1000-9999人,家用电器,本科,3-5年,"EE, FAE, 电子PE",12-20K·15薪,苏州,,2026-05-29 19:04:05
fbd4d627e7e56ce20nd_0t-9FVVY,电气工程师,苏州某小型其他行业公司,20-99人,其他行业,本科,5-10年,"液晶, 显示, 面板, AOI检测",20-35K,苏州,,2026-05-29 19:04:27
493f94339225b4230ndy2927EFtY,机械工程师,北京某中型计算机视觉软件公司,100-499人,计算机软件,大专,5-10年,"有机械工程师经验, SolidWorks, 仪器仪表经验, 非标设计经验, 视觉检测设备",20-30K,苏州,,2026-05-29 19:04:27
96f6ce37122dc3260ndy29u9F1NV,硬件工程师,追觅锋行,1000-9999人,智能硬件/消费电子,本科,3-5年,"硬件开发经验, PCB layout, 电路设计",12-24K·15薪,苏州,,2026-05-29 19:04:27
07696c6af69310ad0nR-3tm8FldT,硬件工程师,JABF,1000-9999人,机械设备/机电/重工,本科,3-5年,"汽车硬件产品, 通信相关专业, 机械设计制造相关专业, 电子电气/自动化相关专业, 智能硬件/可穿戴设备, 计算机相关专业, 硬件开发经验, 手机/电脑/通讯终端",10-15K·13薪,苏州,,2026-05-29 19:04:27
c5f8249984781d3b0ndz3Ny_EFtY,点胶工程师,苏州紫翔电子,1000-9999人,智能硬件/消费电子,大专,1-3年,,9-14K·14薪,苏州,,2026-05-29 19:04:27
5fda07aca9be830f0nB709i9F1FY,项目工程师,爱福特精密模具,100-499人,新能源汽车,本科,1-3年,"注塑, 消费电子, 汽车零部件, 试模 / 试产",10-15K·13薪,苏州,,2026-05-29 19:04:27
b039a8a8ce203f9f0nd90t-0GVBZ,电气工程师,安智数测,20-99人,电子/硬件开发,本科,3-5年,"电源产品, 供配电设计, 交直流配电设备布局, 电气工程及其自动化, 自动化",11-20K,苏州,,2026-05-29 19:04:27
003f4f78397d2c550nR-2tS5E1dR,售后工程师,苏州科准,20-99人,仪器仪表,大专,1-3年,"精密仪器, 软件技术支持经验, 半导体, 自动化, 机械/电子工程相关专业, 机械/机电设备技术支持经验, 机械/机电设备, 可适应出差",7-10K,苏州,,2026-05-29 19:04:27
ce5ad00e551ba2da0nd63NW_F1NQ,招标工程师,苏州汇顺,0-20人,咨询,大专,3-5年,,6-11K,苏州,,2026-05-29 19:04:27
e128517466d3d24b1nN62N68GVFS,电气工程师,华尔环境,20-99人,环保,学历不限,3-5年,"电气工程师证, 可兼职",6-11K,苏州,,2026-05-29 19:04:48
3fdc8f45497521d60nZ_09m7E1VR,NPI工程师,张家港捷迪纳米,100-499人,消费电子,本科,3-5年,,10-15K,苏州,,2026-05-29 19:04:48
b7b7aa8e828956780nd_3N64E1tS,售前工程师,优程,0-20人,计算机软件,本科,5-10年,"售前技术支持经验, 智能交通, 招投标经验, 公安交管, 可适应出差",8-12K,苏州,,2026-05-29 19:04:48
6b110fee992a3fbf0nR-2dq4EVtR,工艺工程师,大图热控,0-20人,金属制品,本科,1-3年,"五金经验, 不需要出差, 表面处理工艺经验, 量产工程师（PE）经验, 机械加工制造经验, 其他, 试产工程师（NPI）经验, 成型工艺经验, SolidWorks, 装配/总装经验, 阳极氧化经验",8-13K,苏州,,2026-05-29 19:04:48
df0dd9d14b3eb0f903N93t-5FlJU,机电工程师,苏州金螳螂,10000人以上,房屋建筑工程,本科,10年以上,,15-20K,苏州,,2026-05-29 19:04:48
98db399a3610270a0nZ829S1GFtU,产品工程师,苏州海鹏科技,100-499人,光伏,大专,1-3年,"机械加工制造经验, 电子/通信经验, 不需要出差, 专用机械经验",6-8K,苏州,,2026-05-29 19:04:48
f2ecd613ffb699e10nB-2dq5FlBQ,结构工程师,顶配机器人,20-99人,自动化设备,本科,5-10年,"整机设计经验, 家电设备经验, SolidWorks, 机器人经验, 有机械结构工程师经验",20-35K·15薪,苏州,,2026-05-29 19:04:48
9a0fe0eb487fd8d90nB42d28E1NY,电气工程师,慧工云,100-499人,互联网,本科,经验不限,"电控工程师, CAD",12-24K·14薪,苏州,,2026-05-29 19:05:10
34f0ac0c5d27eb7c03Z83N27GVZU,产品工程师,秋叶义,20-99人,自动化设备,大专,1-3年,,6-9K,苏州,,2026-05-29 19:05:10
beb334c17264beba1Hxz39--GVBR,光学工程师,笑纳科技,0-20人,医疗器械,硕士,5-10年,"光路设计, 显微成像, 显微荧光",15-30K,苏州,,2026-05-29 19:05:10
a24f713c77d138df1HF839m0GVBV,电气工程师,康普食品有限公司,100-499人,食品/饮料/烟酒,大专,3-5年,"设备维修/保养, 电气安装, 机电相关专业, 熟悉PLC编程",9-12K,苏州,,2026-05-29 19:05:10
094db52d99203e9703152t-8GVJZ,治具工程师,润江,0-20人,仪器仪表/工业自动化,学历不限,1-3年,"有夹具工程师经验, 不需要出差, 非标设备经验, AutoCAD, SolidWorks, 治具, 非标测试, FCT, solidworks, CAD",11-15K,苏州,,2026-05-29 19:05:10
4fa41e25a24ee74103F_3ti9F1dV,售后工程师,SAIMR,0-20人,仪器仪表,大专,1-3年,"仪器仪表, 机械/机电设备技术支持经验, 可适应出差, 机械/机电设备",6-11K,苏州,,2026-05-29 19:05:10
7482415344c12a3e031-3dq7FVFR,机械工程师,德国某中型专用设备公司,500-999人,专用设备,本科,5-10年,"有机械结构工程师经验, AutoCAD, 机电设备经验, 自动化机械经验, 非标设计经验",20-21K·13薪,苏州,,2026-05-29 19:05:10
94b104a28332ef5e0nZz0tu8F1NR,结构工程师,飞行者,0-20人,医疗健康,大专,1年以内,"core, croe, 接受无机械结构工程师经验, SolidWorks, proe, Pro/E",5-6K,苏州,,2026-05-29 19:05:10
15bfa4cc16b10e020nd43Ni_F1ZZ,工艺工程师,平方和,100-499人,计算机软件,大专,3-5年,"能源/化工/环保经验, 隐形眼镜, 仪器仪表经验, 高分子材料经验, 需要出差, 试产工程师（NPI）经验, 制药/医疗经验",12-18K,苏州,,2026-05-29 19:05:10
